Red Oak Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac"
,W/m²,kW,kW,kW,kW,kW,kW
2022-10-19 04:00:00,0,0,0,0,,,0
2022-10-19 05:00:00,0,0,0,0,,,0
2022-10-19 06:00:00,0,0,0,0,,,0
2022-10-19 07:00:00,34.6595,6.270253,6.985703,7.490898,,,6.345562
2022-10-19 08:00:00,265.2093,199.4853,248.7043,234.5217,,,238.5896
2022-10-19 09:00:00,507.4653,495.4735,522.9146,509.9935,,,518.2849
2022-10-19 10:00:00,723.5315,707.6073,726.0708,715.6698,,,725.997
2022-10-19 11:00:00,871.2679,823.9498,830.1888,828.4714,,,830.8105
2022-10-19 12:00:00,943.7065,832.9521,832.8705,832.9753,,,832.9936
2022-10-19 13:00:00,935.356,832.9514,832.8605,833.0096,,,832.9344
2022-10-19 14:00:00,848.6867,798.3155,815.4954,822.7698,,,824.3145
2022-10-19 15:00:00,692.2208,658.1289,684.0401,702.8699,,,705.291
2022-10-19 16:00:00,397.3994,346.3813,387.2102,396.5655,,,388.6916
2022-10-19 17:00:00,165.7045,124.3005,128.2995,143.2488,,,152.0899
2022-10-19 18:00:00,14.97799,9.665297,10.70547,12.49152,,,10.86708
2022-10-19 19:00:00,0,0,0,0,,,0
2022-10-19 20:00:00,0,0,0,0,,,0
2022-10-19 21:00:00,0,0,0,0,,,0
2022-10-19 22:00:00,0,0,0,0,,,0
2022-10-19 23:00:00,0,0,0,0,,,0
2022-10-20 00:00:00,0,0,0,0,,,0
2022-10-20 01:00:00,0,0,0,0,,,0
2022-10-20 02:00:00,0,0,0,0,,,0
2022-10-20 03:00:00,0,0,0,0,,,0
2022-10-20 04:00:00,0,0,0,0,,,0
2022-10-20 05:00:00,0,0,0,0,,,0
2022-10-20 06:00:00,0,0,0,0,,,0
2022-10-20 07:00:00,28.39054,5.35576,5.925625,6.510353,,,5.339793
2022-10-20 08:00:00,268.7037,193.3354,240.3116,228.9862,,,229.8299
2022-10-20 09:00:00,471.8715,480.7762,511.2877,498.8338,,,505.0004
2022-10-20 10:00:00,703.888,681.6625,699.0551,694.8558,,,700.7565
2022-10-20 11:00:00,846.3853,793.9601,812.2068,814.4109,,,816.6328
2022-10-20 12:00:00,921.6725,832.8278,832.8026,833.0222,,,832.9809
2022-10-20 13:00:00,922.9524,832.2629,832.782,833.013,,,833.0035
2022-10-20 14:00:00,832.6649,774.7473,799.1014,811.8801,,,813.0862
2022-10-20 15:00:00,667.0967,631.0063,655.4897,675.8298,,,677.8222
2022-10-20 16:00:00,447.2473,427.8742,447.021,466.6148,,,467.9002
2022-10-20 17:00:00,196.0349,160.0561,169.2102,195.086,,,193.2547
2022-10-20 18:00:00,10.83308,7.019059,7.852647,9.470753,,,7.784827
2022-10-20 19:00:00,0,0,0,0,,,0
2022-10-20 20:00:00,0,0,0,0,,,0
2022-10-20 21:00:00,0,0,0,0,,,0
2022-10-20 22:00:00,0,0,0,0,,,0
2022-10-20 23:00:00,0,0,0,0,,,0
2022-10-21 00:00:00,0,0,0,0,,,0
2022-10-21 01:00:00,0,0,0,0,,,0
2022-10-21 02:00:00,0,0,0,0,,,0
2022-10-21 03:00:00,0,0,0,0,,,0
2022-10-21 04:00:00,0,0,0,0,,,0
2022-10-21 05:00:00,0,0,0,0,,,0
2022-10-21 06:00:00,0,0,0,0,,,0
2022-10-21 07:00:00,22.79853,3.71888,3.002223,4.094808,,,3.119622
2022-10-21 08:00:00,217.9201,182.787,228.6357,216.1675,,,218.4347
2022-10-21 09:00:00,491.9224,471.0841,500.6075,491.5756,,,496.2256
2022-10-21 10:00:00,704.117,675.5132,689.3031,689.2585,,,694.219
2022-10-21 11:00:00,853.3399,791.1943,808.3592,812.0453,,,815.1159
2022-10-21 12:00:00,918.5419,830.9828,832.9755,832.9788,,,832.9698
2022-10-21 13:00:00,914.2727,824.3701,832.3105,832.916,,,832.9846
2022-10-21 14:00:00,821.994,749.1886,774.4997,788.3564,,,793.1897
2022-10-21 15:00:00,658.9831,614.2271,635.6271,651.7833,,,655.9052
2022-10-21 16:00:00,436.5839,415.1483,431.3986,453.0765,,,452.3116
2022-10-21 17:00:00,182.0349,151.1937,159.3289,188.6291,,,181.6787
2022-10-21 18:00:00,7.483588,6.606876,7.246451,8.689696,,,7.599651
2022-10-21 19:00:00,0,0,0,0,,,0
2022-10-21 20:00:00,0,0,0,0,,,0
2022-10-21 21:00:00,0,0,0,0,,,0
2022-10-21 22:00:00,0,0,0,0,,,0
2022-10-21 23:00:00,0,0,0,0,,,0
2022-10-22 00:00:00,0,0,0,0,,,0
2022-10-22 01:00:00,0,0,0,0,,,0
2022-10-22 02:00:00,0,0,0,0,,,0
2022-10-22 03:00:00,0.01257304,0,0,0,,,0
2022-10-22 04:00:00,0,0,0,0,,,0
2022-10-22 05:00:00,0,0,0,0,,,0
2022-10-22 06:00:00,0,0,0,0,,,0
2022-10-22 07:00:00,12.99226,0.2481335,0.2477975,0.5350198,,,0.288672
2022-10-22 08:00:00,77.84471,60.61488,62.50716,63.20372,,,64.33275
2022-10-22 09:00:00,464.8073,403.3844,416.9543,443.0212,,,445.1969
2022-10-22 10:00:00,630.1883,589.6966,599.7938,600.7222,,,597.801
2022-10-22 11:00:00,798.9033,748.2662,759.4635,749.4669,,,756.5912
2022-10-22 12:00:00,863.0043,789.3156,800.0023,802.2755,,,800.6647
2022-10-22 13:00:00,692.3367,576.7535,588.428,592.9072,,,613.5959
2022-10-22 14:00:00,781.5959,666.7915,693.1309,703.077,,,707.7571
2022-10-22 15:00:00,621.5363,546.4111,577.6699,608.1752,,,599.5995
2022-10-22 16:00:00,447.2411,417.2242,434.0068,452.9835,,,455.1421
2022-10-22 17:00:00,242.4552,184.2687,191.7117,218.9907,,,216.6201
2022-10-22 18:00:00,10.14022,9.335334,10.20163,12.62668,,,10.51399
2022-10-22 19:00:00,0,0,0,0,,,0
2022-10-22 20:00:00,0,0,0,0,,,0
2022-10-22 21:00:00,0,0,0,0,,,0
2022-10-22 22:00:00,0,0,0,0,,,0
2022-10-22 23:00:00,0,0,0,0,,,0
2022-10-23 00:00:00,0,0,0,0,,,0
2022-10-23 01:00:00,0,0,0,0,,,0
2022-10-23 02:00:00,0,0,0,0,,,0
2022-10-23 03:00:00,0,0,0,0,,,0
2022-10-23 04:00:00,0,0,0,0,,,0
2022-10-23 05:00:00,0,0,0,0,,,0
2022-10-23 06:00:00,0,0,0,0,,,0
2022-10-23 07:00:00,20.59993,0.292298,12.5862,13.24205,,,0.3614118
2022-10-23 08:00:00,159.3284,116.457,140.442,144.5108,,,135.6361
2022-10-23 09:00:00,455.1695,390.7163,431.4373,443.2936,,,436.0399
2022-10-23 10:00:00,409.439,354.0327,369.719,372.6352,,,376.3678
2022-10-23 11:00:00,656.9425,570.6838,572.114,602.0329,,,605.0717
2022-10-23 12:00:00,618.4285,514.0793,521.1146,527.9675,,,548.1183
2022-10-23 13:00:00,443.5036,382.5083,387.9812,396.3733,,,407.4653
2022-10-23 14:00:00,437.4963,370.5639,379.97,391.5332,,,390.6492
2022-10-23 15:00:00,224.1349,185.6523,190.3143,191.0851,,,194.3738
2022-10-23 16:00:00,142.1754,114.6696,119.6382,123.041,,,121.6669
2022-10-23 17:00:00,60.9986,46.48051,47.96045,48.58992,,,48.39857
2022-10-23 18:00:00,7.851183,6.88306,7.216313,7.946974,,,7.256206
2022-10-23 19:00:00,0,0,0,0,,,0
2022-10-23 20:00:00,0,0,0,0,,,0
2022-10-23 21:00:00,0,0,0,0,,,0
2022-10-23 22:00:00,0,0,0,0,,,0
2022-10-23 23:00:00,0,0,0,0,,,0
2022-10-24 00:00:00,0,0,0,0,,,0
2022-10-24 01:00:00,0,0,0,0,,,0
2022-10-24 02:00:00,0,0,0,0,,,0
2022-10-24 03:00:00,0,0,0,0,,,0
2022-10-24 04:00:00,0,0,0,0,,,0
2022-10-24 05:00:00,0,0,0,0,,,0
2022-10-24 06:00:00,0,0,0,0,,,0
2022-10-24 07:00:00,7.28852,0.03487132,0.03227932,0.1685089,,,0.048519
2022-10-24 08:00:00,61.99292,46.91515,48.19577,49.71937,,,49.39511
2022-10-24 09:00:00,180.4863,173.4202,163.2533,154.3824,,,170.388
2022-10-24 10:00:00,554.5116,533.774,548.4529,503.1381,,,522.4092
2022-10-24 11:00:00,833.4767,777.5729,795.4852,798.0529,,,805.3389
2022-10-24 12:00:00,905.1561,827.2828,832.8989,832.899,,,832.9695
2022-10-24 13:00:00,894.7869,809.2653,827.6705,830.961,,,832.5164
2022-10-24 14:00:00,811.1509,737.9996,759.9699,772.1104,,,779.9667
2022-10-24 15:00:00,651.9722,601.6077,621.9124,637.9072,,,643.5872
2022-10-24 16:00:00,430.5919,400.1595,416.9454,435.0838,,,438.1259
2022-10-24 17:00:00,181.9798,131.1579,132.6118,167.2251,,,164.9063
2022-10-24 18:00:00,4.658321,3.717142,3.916685,6.245237,,,4.206043
2022-10-24 19:00:00,0,0,0,0,,,0
2022-10-24 20:00:00,0,0,0,0,,,0
2022-10-24 21:00:00,0,0,0,0,,,0
2022-10-24 22:00:00,0,0,0,0,,,0
2022-10-24 23:00:00,0,0,0,0,,,0
2022-10-25 00:00:00,0.0727075,0,0,0,,,0
2022-10-25 01:00:00,0.02530275,0,0,0,,,0
2022-10-25 02:00:00,0,0,0,0,,,0
2022-10-25 03:00:00,0,0,0,0,,,0
2022-10-25 04:00:00,0,0,0,0,,,0
2022-10-25 05:00:00,0,0,0,0,,,0
2022-10-25 06:00:00,0,0,0,0,,,0
2022-10-25 07:00:00,3.689887,0,0,0,,,0
2022-10-25 08:00:00,39.92432,26.76021,27.60312,31.97084,,,27.9982
2022-10-25 09:00:00,114.6801,92.96272,95.96201,97.19904,,,99.30565
2022-10-25 10:00:00,141.6629,118.5874,121.12,120.2001,,,124.7766
2022-10-25 11:00:00,212.3087,176.6286,180.6055,179.6722,,,183.5461
2022-10-25 12:00:00,259.6331,214.8396,218.0496,216.6254,,,222.7744
2022-10-25 13:00:00,279.1885,229.6817,230.4995,225.8776,,,233.9367
2022-10-25 14:00:00,295.5147,238.2405,239.6902,240.7225,,,249.403
2022-10-25 15:00:00,306.2072,263.0077,286.4934,275.6161,,,269.783
2022-10-25 16:00:00,383.5444,376.6918,387.3181,403.9125,,,410.8331
2022-10-25 17:00:00,143.7944,111.5061,116.0362,137.0123,,,136.0535
2022-10-25 18:00:00,2.377264,1.095659,1.198416,1.151097,,,1.240245
2022-10-25 19:00:00,0,0,0,0,,,0
2022-10-25 20:00:00,0,0,0,0,,,0
2022-10-25 21:00:00,0,0,0,0,,,0
2022-10-25 22:00:00,0,0,0,0,,,0
2022-10-25 23:00:00,0,0,0,0,,,0
2022-10-26 00:00:00,0,0,0,0,,,0
2022-10-26 01:00:00,0,0,0,0,,,0
2022-10-26 02:00:00,0,0,0,0,,,0
2022-10-26 03:00:00,0,0,0,0,,,0
2022-10-26 04:00:00,0,0,0,0,,,0
2022-10-26 05:00:00,0,0,0,0,,,0
2022-10-26 06:00:00,0,0,0,0,,,0
2022-10-26 07:00:00,1.984274,0,0,0,,,0
2022-10-26 08:00:00,37.84843,24.23358,25.5828,26.08395,,,25.925
2022-10-26 09:00:00,75.23096,64.78339,66.84794,69.1611,,,68.06121
2022-10-26 10:00:00,193.1992,161.6558,165.8717,162.2169,,,165.6859
2022-10-26 11:00:00,187.5692,159.7875,163.2544,162.279,,,164.6556
2022-10-26 12:00:00,249.5651,208.8049,216.1588,214.0116,,,219.479
2022-10-26 13:00:00,319.4095,275.5617,296.0794,295.2017,,,299.1566
2022-10-26 14:00:00,103.2319,90.72226,94.42043,96.40948,,,97.16685
2022-10-26 15:00:00,76.12965,67.43369,69.76788,70.60104,,,70.49527
2022-10-26 16:00:00,61.99189,53.2716,56.32431,56.22914,,,57.82922
2022-10-26 17:00:00,12.35736,9.782306,10.75215,10.48353,,,11.2028
2022-10-26 18:00:00,0.4385576,0,0,0,,,0
2022-10-26 19:00:00,0,0,0,0,,,0
2022-10-26 20:00:00,0,0,0,0,,,0
2022-10-26 21:00:00,0,0,0,0,,,0
2022-10-26 22:00:00,0,0,0,0,,,0
2022-10-26 23:00:00,0,0,0,0,,,0
2022-10-27 00:00:00,0,0,0,0,,,0
2022-10-27 01:00:00,0,0,0,0,,,0
2022-10-27 02:00:00,0,0,0,0,,,0
2022-10-27 03:00:00,0,0,0,0,,,0
2022-10-27 04:00:00,0,0,0,0,,,0
2022-10-27 05:00:00,0,0,0,0,,,0
2022-10-27 06:00:00,0,0,0,0,,,0
2022-10-27 07:00:00,9.430393,1.181617,1.208115,0.9590058,,,1.312791
2022-10-27 08:00:00,74.27354,57.16339,58.70633,57.59555,,,59.49754
2022-10-27 09:00:00,182.1046,150.8062,151.7168,151.5367,,,155.3433
2022-10-27 10:00:00,504.407,487.2423,532.4839,460.6139,,,480.668
2022-10-27 11:00:00,871.2183,784.3895,765.0523,778.0748,,,784.167
2022-10-27 12:00:00,882.856,814.0622,808.0061,817.2818,,,828.5578
2022-10-27 13:00:00,882.9644,821.2528,829.3751,831.7391,,,832.9561
2022-10-27 14:00:00,792.8441,738.1546,757.9816,770.0495,,,783.8355
2022-10-27 15:00:00,633.0844,596.2817,614.2557,629.9319,,,639.4691
2022-10-27 16:00:00,418.9175,393.2601,408.4024,428.2589,,,431.1445
2022-10-27 17:00:00,169.5282,113.6506,119.1694,147.8161,,,141.8845
2022-10-27 18:00:00,2.027386,1.904608,2.383329,4.06492,,,2.422349
2022-10-27 19:00:00,0,0,0,0,,,0
2022-10-27 20:00:00,0,0,0,0,,,0
2022-10-27 21:00:00,0,0,0,0,,,0
2022-10-27 22:00:00,0,0,0,0,,,0
2022-10-27 23:00:00,0,0,0,0,,,0
2022-10-28 00:00:00,0,0,0,0,,,0
2022-10-28 01:00:00,0,0,0,0,,,0
2022-10-28 02:00:00,0,0,0,0,,,0
2022-10-28 03:00:00,0,0,0,0,,,0
2022-10-28 04:00:00,0,0,0,0,,,0
2022-10-28 05:00:00,0,0,0,0,,,0
2022-10-28 06:00:00,0,0,0,0,,,0
2022-10-28 07:00:00,8.728434,0.5811228,0.6056132,0,,,0.6855158
2022-10-28 08:00:00,75.33718,60.08879,70.37115,60.30477,,,67.15107
2022-10-28 09:00:00,332.5024,253.2745,259.3446,278.9358,,,280.3969
2022-10-28 10:00:00,467.1934,452.5102,442.952,412.0288,,,423.0601
2022-10-28 11:00:00,624.0656,541.7989,545.1595,489.6247,,,565.5848
2022-10-28 12:00:00,696.8342,596.8072,627.119,623.2537,,,636.8997
2022-10-28 13:00:00,511.7687,425.4133,453.0258,454.3424,,,433.295
2022-10-28 14:00:00,283.2212,239.9787,245.0132,262.9139,,,256.2802
2022-10-28 15:00:00,108.2493,95.12064,95.29373,95.93886,,,97.6668
2022-10-28 16:00:00,30.24595,26.42528,27.15,27.5578,,,27.64466
2022-10-28 17:00:00,5.933238,2.836272,3.499873,2.687866,,,4.171628
2022-10-28 18:00:00,0.2078861,0,0,0,,,0
2022-10-28 19:00:00,0,0,0,0,,,0
2022-10-28 20:00:00,0,0,0,0,,,0
2022-10-28 21:00:00,0,0,0,0,,,0
2022-10-28 22:00:00,0,0,0,0,,,0
2022-10-28 23:00:00,0,0,0,0,,,0
2022-10-29 00:00:00,0,0,0,0,,,0
2022-10-29 01:00:00,0,0,0,0,,,0
2022-10-29 02:00:00,0,0,0,0,,,0
2022-10-29 03:00:00,0,0,0,0,,,0
2022-10-29 04:00:00,0,0,0,0,,,0
2022-10-29 05:00:00,0,0,0,0,,,0
2022-10-29 06:00:00,0,0,0,0,,,0
2022-10-29 07:00:00,3.59499,0,0,0,,,0
2022-10-29 08:00:00,47.82919,33.80244,34.4956,33.89706,,,35.08012
2022-10-29 09:00:00,173.1537,142.6285,146.1954,146.395,,,152.3721
2022-10-29 10:00:00,424.6674,363.6907,376.5494,395.8661,,,392.9395
2022-10-29 11:00:00,398.674,335.6125,342.476,342.018,,,352.8344
2022-10-29 12:00:00,283.8307,237.0289,242.7361,243.0302,,,248.1953
2022-10-29 13:00:00,311.1573,260.2635,266.1694,262.4578,,,270.743
2022-10-29 14:00:00,476.6553,410.7942,429.5994,431.0262,,,446.2183
2022-10-29 15:00:00,307.4077,257.5496,266.8875,267.1927,,,271.8451
2022-10-29 16:00:00,116.2595,93.75168,96.32673,96.16263,,,97.82481
2022-10-29 17:00:00,39.69804,30.62421,31.55662,31.49487,,,32.35123
2022-10-29 18:00:00,1.041265,0.5660765,0.5343418,0.592205,,,0.350806
2022-10-29 19:00:00,0,0,0,0,,,0
2022-10-29 20:00:00,0,0,0,0,,,0
2022-10-29 21:00:00,0,0,0,0,,,0
2022-10-29 22:00:00,0,0,0,0,,,0
2022-10-29 23:00:00,0,0,0,0,,,0
2022-10-30 00:00:00,0,0,0,0,,,0
2022-10-30 01:00:00,0,0,0,0,,,0
2022-10-30 02:00:00,0,0,0,0,,,0
2022-10-30 03:00:00,0,0,0,0,,,0
2022-10-30 04:00:00,0,0,0,0,,,0
2022-10-30 05:00:00,0,0,0,0,,,0
2022-10-30 06:00:00,0,0,0,0,,,0
2022-10-30 07:00:00,9.815314,0.107145,0.1542456,0.5069185,,,0.1599733
2022-10-30 08:00:00,165.4166,147.6613,184.5413,172.1026,,,170.3215
2022-10-30 09:00:00,478.8721,431.9664,470.0172,463.7908,,,463.6271
2022-10-30 10:00:00,563.1039,557.3297,561.9135,570.7258,,,560.9012
2022-10-30 11:00:00,750.0223,694.2751,702.7974,708.5271,,,715.8734
2022-10-30 12:00:00,655.9515,606.4751,622.3705,627.7742,,,635.8981
2022-10-30 13:00:00,653.7495,585.2496,607.3755,613.7568,,,617.9003
2022-10-30 14:00:00,619.7394,563.9245,587.662,598.0504,,,587.9063
2022-10-30 15:00:00,289.1369,256.0971,264.0546,269.6893,,,272.1403
2022-10-30 16:00:00,489.9943,437.8563,453.5038,470.0375,,,478.3708
2022-10-30 17:00:00,171.6649,119.1809,125.1063,146.0253,,,143.3425
2022-10-30 18:00:00,3.082075,3.246581,3.23534,3.873525,,,3.634568
2022-10-30 19:00:00,0,0,0,0,,,0
2022-10-30 20:00:00,0,0,0,0,,,0
2022-10-30 21:00:00,0,0,0,0,,,0
2022-10-30 22:00:00,0,0,0,0,,,0
2022-10-30 23:00:00,0,0,0,0,,,0
2022-10-31 00:00:00,0,0,0,0,,,0
2022-10-31 01:00:00,0,0,0,0,,,0
2022-10-31 02:00:00,0,0,0,0,,,0
2022-10-31 03:00:00,0,0,0,0,,,0
2022-10-31 04:00:00,0,0,0,0,,,0
2022-10-31 05:00:00,0,0,0,0,,,0
2022-10-31 06:00:00,0,0,0,0,,,0
2022-10-31 07:00:00,6.837492,0,0,0,,,0
2022-10-31 08:00:00,112.2206,80.75024,83.83097,81.84129,,,84.69457
2022-10-31 09:00:00,205.1008,167.8559,174.2493,173.0818,,,178.7676
2022-10-31 10:00:00,354.5713,323.9903,330.901,309.5811,,,331.0948
2022-10-31 11:00:00,615.8195,520.2382,602.3028,596.2714,,,597.4183
2022-10-31 12:00:00,732.3271,694.5941,705.0889,693.6301,,,706.2679
2022-10-31 13:00:00,454.2411,391.1559,393.6414,383.0154,,,397.8117
2022-10-31 14:00:00,374.6685,324.8286,338.4226,328.9813,,,349.6275
2022-10-31 15:00:00,359.1794,315.0074,320.0769,317.7787,,,329.829
2022-10-31 16:00:00,147.4249,121.5595,126.5484,127.1564,,,130.0047
2022-10-31 17:00:00,59.05789,47.93248,50.85934,54.74872,,,52.52686
2022-10-31 18:00:00,0.4518017,0.2651758,0.6749293,0.60305,,,0.6605898
2022-10-31 19:00:00,0,0,0,0,,,0
2022-10-31 20:00:00,0,0,0,0,,,0
2022-10-31 21:00:00,0,0,0,0,,,0
2022-10-31 22:00:00,0,0,0,0,,,0
2022-10-31 23:00:00,0,0,0,0,,,0
