Sedberry,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191
2022-10-05 09:00:00,488.6767,14.47396,14.35087,9.746916,9.767126,14.57479,14.45479,14.57929,14.58617,14.43767,14.70475,14.48133,9.672999,14.63429,14.507,9.672,14.64567,14.251,9.768749,9.513583,14.38558,14.39121,14.41946,14.20646,14.50008,14.94329,14.1195,14.64779,9.481583,9.760418,14.06763,14.75438,9.671167,10.15721,14.17071,14.43484,9.743834,10.21654,14.34625,15.39867,14.7075,15.68338,14.71433,15.77188,14.49529,,14.64625,15.60021,14.62771,15.53942,14.68354,15.83937,14.631,15.72792,15.13213,15.27762,10.21629,10.44804,14.87342,15.26021,15.42562,9.923792,15.36137,14.98492,15.82263,15.03433,15.21629,15.37017,15.39641,15.30692,15.52558,15.29113,15.40029,15.36338,15.52767,15.61525,15.54592,15.54154,15.63638,15.66059,10.80179,15.58371,15.56829,15.74642,15.82996,15.78533,15.88558,15.79858,16.04046,16.11909,15.87717,16.3193,15.89279,16.37625,16.08642,16.51754,9.396166,15.78575,15.57638,15.25158,15.15017,15.39463,15.64654,15.52121,15.39983,15.59825,10.35204,10.39075,,15.44483,15.50696,14.572,14.91416,15.71767,15.40096,15.40371,15.77679,15.85913,15.49421,15.49417,15.73446,16.06054,15.83241,16.14146,15.83475,15.72267,15.66,15.59446,15.75167,15.24229,16.04121,15.02275,15.28242,10.25962,10.60958,15.13279,15.31896,10.22908,10.54592,14.92304,15.362,10.55521,10.66788,15.53471,15.43546,10.48329,10.50108,15.25517,15.13941,10.39712,10.35225,15.26146,15.44225,10.46967,10.43292,10.59017,10.58183,15.86392,15.37767,16.03921,16.22013,15.74813,15.78546,15.68629,15.54692,15.42646,15.32609,15.59083,15.74175,15.56817,15.70967,15.98029,15.94771,15.51254,15.6135,15.94963,15.47283,10.11679,10.39621,15.57321,15.55058,15.75871,15.42983,15.55154,15.49525,15.67921,15.607,14.06604,15.2885,15.48184,15.64009
2022-10-05 10:00:00,697.2896,20.51075,20.35467,13.79192,13.83941,20.70525,20.56221,20.75275,20.76429,20.56413,20.90512,20.6705,13.87958,20.81204,20.69242,13.88171,20.83492,20.40912,13.92992,13.7685,20.7185,20.70642,20.62737,20.524,20.81196,21.13267,20.45787,20.87454,13.69738,13.79138,20.42517,20.99154,13.86642,14.21208,20.4265,20.52271,13.93412,14.33058,20.57675,21.46267,21.01804,21.78412,21.02271,21.89284,20.70696,,20.90562,21.6945,20.9335,21.62271,20.95904,21.94584,20.88312,21.78625,21.35392,21.43937,14.31837,14.49475,21.10525,21.48675,21.51004,14.119,21.40792,21.18779,21.87846,21.24063,21.37433,21.46837,21.49863,21.37033,21.67829,21.39546,21.56609,21.50596,21.61613,21.75966,21.68446,21.69617,21.68038,21.63013,14.734,21.49734,21.42709,21.63416,21.78188,21.68404,21.807,21.6955,21.93825,22.016,21.78137,22.23375,21.77479,22.28817,22.00863,22.41425,12.84463,21.92617,21.62142,21.31525,21.15358,21.49096,21.75417,21.59942,21.41821,21.67075,14.43146,14.4785,,21.51804,21.53654,21.51637,21.67863,21.71379,21.75837,22.18975,21.82541,21.89071,21.42571,21.43975,21.73554,22.07146,21.77033,22.21567,21.82046,21.70446,21.69066,21.77037,21.86163,21.43767,22.12262,21.21284,21.35563,14.37158,14.65808,21.33891,21.44604,14.36063,14.63375,21.07533,21.50788,14.65438,14.74667,21.73396,21.52962,14.54229,14.56071,21.36367,21.22592,14.45146,14.42896,21.30933,21.58679,14.53183,14.50408,14.64312,14.667,22.01667,21.54267,22.09012,22.28083,21.80704,21.89533,21.67142,21.59558,21.48146,21.37179,21.57583,21.74879,21.5935,21.80504,21.96175,21.98309,21.57046,21.66129,21.89375,21.56154,14.24867,14.37425,21.66554,21.57625,21.88858,21.46779,21.57771,21.51142,21.76933,21.70996,21.39271,21.36821,21.61033,21.76767
2022-10-05 11:00:00,858.6619,24.7385,24.55379,16.61379,16.68888,24.9905,24.83158,25.05979,25.06108,24.81767,25.22104,25.01155,16.869,25.12008,25.05029,16.88896,25.14963,24.796,16.80921,16.80829,25.16837,25.13179,25.0155,24.99371,25.24954,25.44675,24.93184,25.20642,16.68179,16.56608,24.89271,25.33783,16.80334,17.01608,24.79983,24.76129,16.85862,17.16946,24.92834,25.63304,25.42025,25.98883,25.42488,26.08642,25.02217,,25.28742,25.85579,25.364,25.78037,25.36613,26.12008,25.26229,25.91308,25.68404,25.66912,17.15125,17.23904,25.44608,25.76779,25.69037,17.02383,25.557,25.48729,26.01958,25.54583,25.61171,25.68337,25.723,25.53021,25.89825,25.59708,25.76996,25.72617,25.79696,25.98246,25.93366,25.85567,25.74071,25.65937,17.34183,25.48483,25.29725,25.55333,25.78017,25.60658,25.78488,25.66071,25.92429,26.00088,25.76037,26.21183,25.73875,26.27079,25.99887,26.36092,15.15,26.16425,25.79538,25.50654,25.31166,25.71171,25.93937,25.78633,25.57021,25.85,17.217,17.28654,,25.69658,25.69113,25.63425,25.80988,25.82983,25.85446,26.32954,25.92788,25.99241,25.44829,25.48621,25.82592,26.16692,25.82904,26.36758,25.92092,25.80379,25.81433,26.04704,26.07246,25.71879,26.29479,25.47713,25.55125,17.17454,17.42604,25.61696,25.6945,17.17492,17.40833,25.31658,25.76175,17.43742,17.53558,25.99013,24.88825,17.29042,17.33704,25.53812,25.42742,17.20104,17.21392,25.45108,25.80908,17.29671,17.28671,17.41746,17.4615,26.16508,25.73504,26.24788,26.43317,25.96475,26.08921,25.74492,25.64575,25.60704,25.49825,25.61817,25.82866,25.68587,25.97234,26.00912,26.08895,25.7145,25.80879,25.92713,25.73734,17.11521,17.06837,25.81875,25.68975,26.06275,25.59625,25.70071,25.63162,25.94542,25.89396,25.63184,25.57025,25.84683,25.97787
2022-10-05 12:00:00,953.5746,26.81475,26.66742,18.03271,18.10487,27.13371,26.91717,27.15158,27.15413,26.85971,27.22541,27.06529,18.31421,27.14154,27.10062,18.31258,27.12946,26.85479,18.14662,18.26229,27.23913,27.19637,27.03254,27.09929,27.28704,27.35508,27.02571,27.20196,18.04984,17.80838,26.95267,27.28358,18.11617,18.23346,26.75608,26.6325,18.14371,18.39941,26.86208,27.37404,27.30483,27.48167,27.30062,27.49092,26.93108,,27.13871,27.453,27.24187,27.42813,27.23263,27.484,27.13713,27.45691,27.40388,27.40521,18.31713,18.40579,27.27966,27.45079,27.35975,18.32546,27.25109,27.32467,27.48092,27.33375,27.41983,27.41254,27.44446,27.31821,27.48154,27.38559,27.463,27.44133,27.44496,27.488,27.47792,27.46504,27.39304,27.30808,18.42958,27.12779,26.97867,27.25304,27.381,27.2805,27.36938,27.33175,27.45159,27.46696,27.39854,27.49354,27.37888,27.49983,27.46346,27.5,16.10187,27.49063,27.44383,27.29238,27.08175,27.42446,27.47483,27.43504,27.30967,27.45821,18.433,18.50212,,27.40375,27.39404,27.33759,27.42287,27.42558,27.42937,27.49575,27.46188,27.46283,27.08813,27.13866,27.42704,27.4855,27.41346,27.49987,27.453,27.41325,27.42275,27.48571,27.48167,27.42808,27.49658,27.30296,27.30112,18.36038,18.53975,27.3425,27.38546,18.32705,18.53554,27.07667,27.42567,18.54067,18.68817,27.48204,25,18.39325,18.48887,27.23063,27.17179,18.29471,18.37217,27.12083,27.44163,18.39758,18.44404,18.53817,18.59175,27.49117,27.38516,27.49808,27.5,27.46437,27.48292,27.35942,27.26983,27.29758,27.21621,27.27346,27.42296,27.33937,27.47542,27.47279,27.48696,27.39521,27.44079,27.45588,27.42179,18.38354,18.20963,27.44671,27.38442,27.48638,27.34129,27.40229,27.35517,27.47367,27.46433,27.41721,27.3565,27.458,27.47871
2022-10-05 13:00:00,966.3208,26.92679,26.78104,18.13125,18.19808,27.27525,27.10837,27.29179,27.30375,27.05571,27.35717,27.31671,18.51908,27.32329,27.31013,18.54883,27.31208,27.12708,18.28375,18.52155,27.412,27.402,27.29071,27.37975,27.43037,27.43209,27.34108,27.36138,18.27062,17.88563,27.2807,27.39329,18.32583,18.29229,27.08746,26.84137,18.33971,18.46175,27.17396,27.34562,27.43658,27.46796,27.42929,27.47529,27.22458,,27.35213,27.39117,27.39709,27.35913,27.38029,27.44629,27.3475,27.38041,27.421,27.37517,18.407,18.35854,27.35716,27.41541,27.31475,18.42325,27.24808,27.35775,27.39275,27.36666,27.41404,27.40137,27.45559,27.35838,27.47042,27.40171,27.46446,27.45775,27.45454,27.476,27.48129,27.43113,27.30771,27.23254,18.27012,27.024,26.7895,27.07512,27.27279,27.10663,27.24842,27.19813,27.327,27.34425,27.28175,27.41258,27.25912,27.41104,27.36058,27.41537,16.01421,27.48675,27.43737,27.32746,27.12667,27.43863,27.45658,27.425,27.30779,27.44563,18.44142,18.513,,27.39225,27.38087,27.30596,27.36775,27.34917,27.34579,27.48162,27.383,27.38704,27.0315,27.08079,27.31775,27.43017,27.29829,27.48133,27.34879,27.30216,27.30696,27.47321,27.44463,27.42346,27.45638,27.3205,27.25892,18.37513,18.47783,27.32404,27.33463,18.32562,18.47825,27.07529,27.33758,18.49279,18.63058,27.40975,25,18.30446,18.41879,27.14054,27.1065,18.19884,18.31492,27.03008,27.31846,18.30954,18.37458,18.46346,18.51538,27.38221,27.25829,27.42704,27.46683,27.36117,27.42067,27.20083,27.12313,27.20279,27.13663,27.13254,27.24537,27.21904,27.37596,27.27958,27.34033,27.26833,27.3025,27.2185,27.29659,18.43184,18.10121,27.35425,27.2765,27.44483,27.26258,27.31175,27.27517,27.41367,27.41417,27.37596,27.31083,27.41388,27.44775
2022-10-05 14:00:00,888.7646,25.19142,25.0345,16.94396,16.99254,25.56425,25.3675,25.58704,25.58004,25.25333,25.60817,25.592,17.37058,25.5565,25.58371,17.39763,25.54663,25.40837,17.10942,17.3985,25.83283,25.78308,25.55933,25.77558,25.84421,25.73112,25.72275,25.59721,17.12984,16.59425,25.64017,25.64933,17.15446,16.98192,25.40763,25.01954,17.15813,17.13396,25.46821,25.41621,25.93721,25.76071,25.91567,25.82608,25.51429,,25.71191,25.58258,25.82767,25.49746,25.78492,25.76962,25.69766,25.54375,25.84146,25.60325,17.11,16.97229,25.63529,25.70275,25.43163,17.19004,25.28854,25.62129,25.565,25.6825,25.65013,25.58704,25.75675,25.5295,25.86758,25.62404,25.83541,25.75637,25.70904,25.90867,25.90258,25.60579,25.336,25.1775,16.82396,24.93421,24.76983,25.04233,25.18467,25.06479,25.15471,25.16891,25.26658,25.28879,25.26217,25.44113,25.23313,25.41558,25.398,25.44521,14.75592,26.03904,25.61742,25.40034,25.16379,25.62184,25.73258,25.65338,25.39933,25.68008,17.11696,17.19421,,25.50792,25.45929,25.28933,25.41612,25.35029,25.36246,25.83563,25.46271,25.46054,24.93117,24.97259,25.30663,25.59067,25.28771,25.84608,25.43283,25.31571,25.34167,25.927,25.78108,25.78712,25.78821,25.56675,25.35575,17.06267,17.05171,25.59538,25.48959,17.00146,17.05721,25.21588,25.55925,17.14875,17.22458,25.76092,24.82346,16.95133,17.03383,25.21888,25.17846,16.83688,16.95654,25.10096,25.50404,16.95742,17.01337,17.09029,17.13171,25.58479,25.37904,25.69508,25.83,25.53504,25.69,25.16858,25.03133,25.20192,25.11563,25.03225,25.24142,25.22841,25.57683,25.30137,25.44596,25.36283,25.42483,25.19629,25.41734,17.14388,16.72566,25.47079,25.29166,25.69075,25.2985,25.40183,25.33812,25.65829,25.64042,25.59796,25.46233,25.67446,25.75854
2022-10-05 15:00:00,737.098,21.44171,21.37795,14.47659,14.49487,21.95075,21.75662,21.94479,21.92546,21.60375,21.89346,21.91775,14.90529,21.86879,21.91017,14.94825,21.84591,21.8005,14.63367,14.98504,22.16113,22.12834,21.89962,22.14479,22.15096,21.93763,22.07625,21.83171,14.65054,14.03366,21.96887,21.86142,14.66479,14.37204,21.74709,21.27146,14.633,14.49525,21.81313,21.45071,22.22446,21.77558,22.20288,21.81166,21.82854,,22.01633,21.59129,22.09375,21.48175,22.06816,21.74771,21.99554,21.53021,22.015,21.69983,14.48883,14.27167,21.82612,21.77879,21.46967,14.63904,21.35542,21.82512,21.52596,21.92054,21.66396,21.62042,21.80721,21.63696,21.91191,21.70021,21.91008,21.81604,21.72771,21.91525,21.95675,21.49862,21.19717,21.02938,13.97925,20.79604,20.69291,20.93588,21.00929,20.97663,20.99258,21.05646,21.08438,21.11129,21.13717,21.21804,21.14471,21.21171,21.25709,21.17034,12.35375,22.00187,21.59192,21.43946,21.18871,21.62834,21.705,21.69367,21.43088,21.67183,14.437,14.49721,,21.48779,21.43425,21.248,21.32746,21.26538,21.24459,21.68909,21.35763,21.32125,20.84121,20.88137,21.15254,21.44058,21.18521,21.68979,21.32446,21.22091,21.25721,21.93908,21.77987,21.92288,21.67529,21.74937,21.40788,14.42271,14.26271,21.73775,21.49142,14.34971,14.28658,21.35291,21.60983,14.45767,14.487,21.84429,21.49975,14.25596,14.31825,21.2765,21.24346,14.14704,14.25321,21.21037,21.52567,14.27483,14.30387,14.40204,14.43721,21.53775,21.45804,21.66871,21.74192,21.52717,21.68042,21.15046,20.98871,21.22013,21.13721,21.02088,21.203,21.23508,21.58075,21.23625,21.35129,21.40088,21.46154,21.09796,21.41346,14.53596,14.04217,21.36004,21.20475,21.57117,21.23354,21.347,21.30471,21.59179,21.58196,21.57533,21.46621,21.65409,21.69671
2022-10-05 16:00:00,523.6605,12.57579,15.70242,10.64346,10.62742,16.22404,16.04808,16.17083,16.13308,15.84371,16.03096,16.166,11.02571,16.00863,16.08537,11.05375,15.96275,16.03375,10.68833,11.08417,16.26966,16.25025,16.07721,16.31733,16.25271,16.00467,16.24379,15.89067,10.72742,10.08879,16.09646,15.8825,10.71071,10.36092,15.92896,15.44054,10.67337,10.426,15.97108,15.36458,16.29475,15.64487,16.25304,15.65958,15.933,,16.11488,15.487,16.14866,15.36908,16.13238,15.59275,16.09237,15.41042,15.99758,15.63521,10.44062,10.16483,15.80625,15.65184,15.37642,10.6075,15.28404,15.80721,15.36421,15.93088,15.62204,15.57746,15.75387,15.64091,15.82125,15.70096,15.85296,15.73258,15.64242,15.79321,15.88904,15.344,15.05733,14.88363,9.82375,14.66325,14.64575,14.84542,14.80262,14.88342,14.80637,14.98371,14.87179,14.88375,15.06542,14.93062,15.10321,14.9242,15.10733,14.85071,8.723916,15.85754,15.50912,15.36033,15.14837,15.52717,15.57337,15.63058,15.38417,15.5675,10.35733,10.39192,,15.36687,15.31933,15.10425,15.16188,15.11221,15.05654,15.44267,15.18454,15.08975,14.73179,14.7495,14.95512,15.22112,15.03471,15.42371,15.15225,15.07537,15.09112,15.84488,15.65308,15.90454,15.45608,15.73375,15.34292,10.33217,10.09571,15.67029,15.38758,10.23379,10.11121,15.30367,15.50717,10.32271,10.32254,15.68437,15.39933,10.10367,10.19163,15.14888,15.16542,9.99246,10.13279,15.11271,15.36954,10.1175,10.17363,10.26112,10.26396,15.29187,15.3105,15.44933,15.474,15.34488,15.46496,14.95467,14.78796,15.05229,14.99387,14.81937,14.97488,15.07013,15.37234,14.98337,14.97641,15.10679,15.29879,14.85275,15.25529,10.47208,9.934292,15.18142,15.07837,15.34762,15.10763,15.23029,15.21134,15.4405,15.43396,15.46242,15.38058,15.50846,15.53346
2022-10-05 17:00:00,274.53,2.462708,7.170334,4.561459,4.762417,8.174667,8.353375,8.23775,7.620584,7.087375,7.559125,7.625417,5.896833,6.951751,7.342083,5.940958,7.216918,7.452208,5.530458,6.001042,8.626833,8.584584,8.531958,8.550375,8.509459,8.368043,8.531208,8.156209,5.648625,5.0605,8.035042,7.547958,5.484458,5.275042,6.977624,7.159167,5.508625,5.280083,7.491708,7.745083,7.632208,7.927667,6.974376,7.925916,6.737042,,7.686376,7.805459,7.045668,7.686624,6.673417,7.846499,7.315542,7.727458,8.231376,7.188459,5.294125,5.02275,7.633124,7.739334,7.711834,5.2835,7.64046,6.853417,7.656999,7.080124,7.991709,7.957041,8.116791,8.023917,8.112041,8.059999,8.187584,8.05225,7.986251,8.055918,8.186375,7.621749,7.389334,7.23725,4.669709,7.042209,7.052542,7.215667,7.132459,7.234875,7.165833,7.395584,7.241167,7.219124,7.437458,7.232624,7.490001,7.200959,7.45175,7.139542,4.24825,8.093751,7.834875,7.738959,7.563166,7.858376,7.837626,7.959918,7.761209,7.866709,5.198083,5.225583,,7.710583,7.674166,7.446958,7.4665,7.427416,7.362459,7.660249,7.491541,7.357417,7.135834,7.158584,7.280083,7.498625,7.408,7.640874,7.488166,7.439124,7.422251,6.7125,7.816542,7.261249,7.678833,7.604709,7.424166,5.2135,4.913708,7.651999,7.463583,5.064042,4.905875,7.419666,7.672208,5.144042,5.110667,7.885417,6.987791,4.833834,5.021166,6.380334,7.094418,4.831625,4.966084,7.27,7.164625,4.95175,4.997542,5.070375,4.85425,7.232624,7.102625,7.549541,7.398083,7.394749,7.682499,6.859668,6.734832,7.162626,7.289083,6.759249,6.277458,6.255541,7.364124,5.885875,5.626875,6.171208,7.262457,6.017833,7.179583,5.153459,4.045959,7.444458,7.391582,7.552124,7.437834,7.569749,7.56675,7.709001,7.704416,7.732,7.717918,7.769582,7.771959
2022-10-05 18:00:00,40.22316,0.28875,0.364375,0.2474167,0.2395,0.6832082,0.8255833,0.6644585,0.5070832,0.4084167,0.4806249,0.621875,0.5292501,0.4232084,0.6004583,0.7100833,0.4771251,0.9107084,0.3983334,0.8997083,0.9719583,0.9521667,0.98375,0.6304999,0.7859582,1.164042,0.6558334,0.8693333,0.4905832,0.5824167,0.4664584,0.7715833,0.3737917,0.6686667,0.4575001,0.7103749,0.357375,0.6606251,0.4810834,0.9788749,0.4506249,0.9936251,0.435,1.036875,0.50925,,0.5550001,0.9389167,0.3798333,0.8927917,0.4065833,1.032208,0.5227084,1.0765,0.7805834,0.8113334,0.5086668,0.6645833,0.6376249,0.7779583,0.917125,0.5104584,0.8186249,0.643125,0.9866666,0.5567084,1.247208,1.26175,1.276875,1.303667,1.293292,1.28375,1.33775,1.307417,1.262125,1.295292,1.348958,1.136292,1.069458,1.023292,0.63525,0.9686669,0.9833334,1.037416,0.9929999,1.042375,1.007333,1.092375,1.033583,1.049708,1.108625,1.038916,1.132,1.022083,1.125583,1.0195,0.6127501,1.25975,1.177375,1.158542,1.092208,1.186,1.190083,1.261292,1.201208,1.20025,0.7589583,0.8040834,,1.137833,1.1465,1.064083,1.057583,1.044333,1.020875,1.138333,1.094708,1.015458,0.9341667,0.913125,0.935625,1.037458,1.030959,1.065792,1.020333,0.9610417,0.9388751,0.8216666,0.7961251,0.7275833,1.068542,0.7200834,0.7942916,0.5535417,0.6254999,0.6348751,0.7346251,0.5006667,0.6519582,0.6806249,0.8967083,0.6965416,0.7242082,0.8325001,0.7554167,0.3617917,0.6862499,0.5275418,0.7629167,0.5259168,0.6536666,0.677625,0.7594999,0.4812084,0.5263751,0.4351667,0.342625,0.4755833,0.404,0.5436251,0.5684167,0.6377499,0.6052916,0.380125,0.4275833,0.5381666,0.5051249,0.3265833,0.4175417,0.4542918,0.5570833,0.391125,0.4772083,0.4896251,0.4692084,0.3456667,0.41,0.278125,0.2012083,0.8736251,0.9032083,0.85,0.8749999,0.9943751,0.9535834,0.9350001,0.8984999,0.7751667,0.8327917,0.8221251,0.8826668
2022-10-05 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-05 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-05 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-05 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
