"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P"
,W/m²,kW,kW,kW
2022-10-22 07:00:00,9.770071,11.66615,15.37187,13.70549
2022-10-22 08:00:00,202.3203,365.7397,397.9304,391.402
2022-10-22 09:00:00,448.0497,882.6715,896.598,883.666
2022-10-22 10:00:00,686.8716,1233.963,1253.509,1239.598
2022-10-22 11:00:00,857.3638,1442.97,1461.82,1448.665
2022-10-22 12:00:00,951.4734,1540.474,1561.815,1548.553
2022-10-22 13:00:00,967.1715,1537.323,1556.683,1544.656
2022-10-22 14:00:00,900.5632,1418.756,1443.106,1433.887
2022-10-22 15:00:00,756.4967,1191.361,1216.886,1213.744
2022-10-22 16:00:00,552.3942,848.7884,874.0842,871.2194
2022-10-22 17:00:00,301.2927,344.2494,405.0199,411.3531
2022-10-22 18:00:00,24.73332,19.7079,25.40686,24.72496
2022-10-22 19:00:00,0,0,0,0
2022-10-22 20:00:00,0,0,0,0
2022-10-22 21:00:00,0,0,0,0
2022-10-22 22:00:00,0,0,0,0
2022-10-22 23:00:00,0,0,0,0
2022-10-23 00:00:00,0,0,0,0
2022-10-23 01:00:00,0,0,0,0
2022-10-23 02:00:00,0,0,0,0
2022-10-23 03:00:00,0,0,0,0
2022-10-23 04:00:00,0,0,0,0
2022-10-23 05:00:00,0,0,0,0
2022-10-23 06:00:00,0,0,0,0
2022-10-23 07:00:00,8.230082,6.085248,7.636595,7.01037
2022-10-23 08:00:00,192.7982,346.8585,379.3245,372.1898
2022-10-23 09:00:00,446.3108,872.5703,886.3439,873.6047
2022-10-23 10:00:00,680.5052,1224.348,1243.411,1229.64
2022-10-23 11:00:00,850.8609,1446.54,1466.925,1454.568
2022-10-23 12:00:00,945.4752,1544.548,1568.981,1558.549
2022-10-23 13:00:00,964.0773,1544.929,1567.917,1558.841
2022-10-23 14:00:00,901.9296,1428.26,1453.777,1444.771
2022-10-23 15:00:00,759.0766,1197.795,1223.076,1216.651
2022-10-23 16:00:00,545.2266,839.4433,863.3239,862.8514
2022-10-23 17:00:00,288.3387,318.0545,380.9306,395.552
2022-10-23 18:00:00,20.41398,15.65231,22.31579,20.58712
2022-10-23 19:00:00,0,0,0,0
2022-10-23 20:00:00,0,0,0,0
2022-10-23 21:00:00,0,0,0,0
2022-10-23 22:00:00,0,0,0,0
2022-10-23 23:00:00,0,0,0,0
2022-10-24 00:00:00,0,0,0,0
2022-10-24 01:00:00,0,0,0,0
2022-10-24 02:00:00,0,0,0,0
2022-10-24 03:00:00,0,0,0,0
2022-10-24 04:00:00,0,0,0,0
2022-10-24 05:00:00,0,0,0,0
2022-10-24 06:00:00,0,0,0,0
2022-10-24 07:00:00,6.274106,4.603858,5.013998,5.01165
2022-10-24 08:00:00,119.862,171.0791,188.0625,189.2254
2022-10-24 09:00:00,185.8033,293.7137,295.8087,288.4855
2022-10-24 10:00:00,608.4946,1048.011,1065.177,1035.635
2022-10-24 11:00:00,836.6757,1428.562,1447.273,1432.737
2022-10-24 12:00:00,930.3702,1514.754,1534.243,1519.668
2022-10-24 13:00:00,947.4424,1507.938,1530.317,1518.699
2022-10-24 14:00:00,881.6004,1381.161,1404.352,1395.796
2022-10-24 15:00:00,743.2917,1162.095,1184.522,1175.814
2022-10-24 16:00:00,538.0572,818.5565,842.6182,836.8168
2022-10-24 17:00:00,272.7629,298.9896,359.5316,364.5641
2022-10-24 18:00:00,13.33516,8.088838,12.85519,9.892967
2022-10-24 19:00:00,0,0,0,0
2022-10-24 20:00:00,0,0,0,0
2022-10-24 21:00:00,0,0,0,0
2022-10-24 22:00:00,0,0,0,0
2022-10-24 23:00:00,0,0,0,0
2022-10-25 00:00:00,0,0,0,0
2022-10-25 01:00:00,0,0,0,0
2022-10-25 02:00:00,0,0,0,0
2022-10-25 03:00:00,0,0,0,0
2022-10-25 04:00:00,0,0,0,0
2022-10-25 05:00:00,0,0,0,0
2022-10-25 06:00:00,0,0,0,0
2022-10-25 07:00:00,4.972236,2.90245,3.023427,2.989195
2022-10-25 08:00:00,133.4709,266.1031,278.4838,266.2844
2022-10-25 09:00:00,430.1723,830.1357,843.6388,830.5082
2022-10-25 10:00:00,648.0364,1153.324,1169.745,1154.185
2022-10-25 11:00:00,824.437,1369.271,1391.07,1382.955
2022-10-25 12:00:00,908.5288,1467.858,1485.369,1462.24
2022-10-25 13:00:00,915.6587,1452.358,1476.557,1457.646
2022-10-25 14:00:00,740.0582,1174.601,1195.751,1176.692
2022-10-25 15:00:00,589.4752,897.9556,926.2078,922.9751
2022-10-25 16:00:00,452.5044,682.711,706.8835,683.306
2022-10-25 17:00:00,128.2254,169.0935,182.1089,181.5791
2022-10-25 18:00:00,10.08153,11.64436,12.10028,11.86854
2022-10-25 19:00:00,0,0,0,0
2022-10-25 20:00:00,0,0,0,0
2022-10-25 21:00:00,0,0,0,0
2022-10-25 22:00:00,0,0,0,0
2022-10-25 23:00:00,0,0,0,0
2022-10-26 00:00:00,0,0,0,0
2022-10-26 01:00:00,0,0,0,0
2022-10-26 02:00:00,0,0,0,0
2022-10-26 03:00:00,0,0,0,0
2022-10-26 04:00:00,0,0,0,0
2022-10-26 05:00:00,0,0,0,0
2022-10-26 06:00:00,0,0,0,0
2022-10-26 07:00:00,0.4323313,0,0,0
2022-10-26 08:00:00,18.22797,17.9285,21.21831,21.31977
2022-10-26 09:00:00,102.5022,152.9144,158.2849,157.8186
2022-10-26 10:00:00,134.6033,205.2216,213.4882,209.3902
2022-10-26 11:00:00,115.9579,184.1823,191.0386,184.218
2022-10-26 12:00:00,238.8452,374.2301,382.6202,369.9662
2022-10-26 13:00:00,569.8721,993.0651,963.3887,908.8934
2022-10-26 14:00:00,675.4564,1084.022,1080.338,1047.25
2022-10-26 15:00:00,556.5313,778.5389,836.4592,858.7872
2022-10-26 16:00:00,525.5288,806.1929,822.4684,816.2142
2022-10-26 17:00:00,279.9027,309.5142,369.9303,375.655
2022-10-26 18:00:00,9.570305,9.58047,10.86406,10.57077
2022-10-26 19:00:00,0,0,0,0
2022-10-26 20:00:00,0,0,0,0
2022-10-26 21:00:00,0,0,0,0
2022-10-26 22:00:00,0,0,0,0
2022-10-26 23:00:00,0,0,0,0
2022-10-27 00:00:00,0,0,0,0
2022-10-27 01:00:00,0,0,0,0
2022-10-27 02:00:00,0,0,0,0
2022-10-27 03:00:00,0,0,0,0
2022-10-27 04:00:00,0,0,0,0
2022-10-27 05:00:00,0,0,0,0
2022-10-27 06:00:00,0,0,0,0
2022-10-27 07:00:00,6.856281,6.530783,7.580785,4.380355
2022-10-27 08:00:00,186.3421,312.7961,357.792,349.8587
2022-10-27 09:00:00,446.3576,866.7052,880.496,867.389
2022-10-27 10:00:00,673.4771,1239.592,1259.519,1245.708
2022-10-27 11:00:00,846.1121,1485.491,1509.936,1497.28
2022-10-27 12:00:00,854.4149,1472.144,1424.699,1406.635
2022-10-27 13:00:00,821.3613,1411.594,1483.895,1393.232
2022-10-27 14:00:00,649.5264,985.6636,1040.2,1015.856
2022-10-27 15:00:00,473.8521,739.6422,786.6787,792.6771
2022-10-27 16:00:00,489.3879,786.2767,808.8341,790.2269
2022-10-27 17:00:00,266.4713,272.8996,344.2383,353.5374
2022-10-27 18:00:00,16.09949,11.31239,15.25809,14.69559
2022-10-27 19:00:00,0,0,0,0
2022-10-27 20:00:00,0,0,0,0
2022-10-27 21:00:00,0,0,0,0
2022-10-27 22:00:00,0,0,0,0
2022-10-27 23:00:00,0,0,0,0
2022-10-28 00:00:00,0,0,0,0
2022-10-28 01:00:00,0,0,0,0
2022-10-28 02:00:00,0,0,0,0
2022-10-28 03:00:00,0,0,0,0
2022-10-28 04:00:00,0,0,0,0
2022-10-28 05:00:00,0,0,0,0
2022-10-28 06:00:00,0,0,0,0
2022-10-28 07:00:00,5.282559,4.71594,5.3839,4.601835
2022-10-28 08:00:00,186.8837,305.9063,350.8969,343.4937
2022-10-28 09:00:00,436.5678,842.7121,866.8246,840.8101
2022-10-28 10:00:00,684.2499,1258.764,1278.738,1261.119
2022-10-28 11:00:00,715.2078,1216.712,1247.196,1239.26
2022-10-28 12:00:00,696.6363,1118.834,1148.802,1138.285
2022-10-28 13:00:00,640.2977,1025.18,1058.026,1053.583
2022-10-28 14:00:00,471.9203,738.5431,768.6716,767.4218
2022-10-28 15:00:00,547.3453,856.0271,881.7789,868.483
2022-10-28 16:00:00,393.2738,574.5446,604.9579,610.9568
2022-10-28 17:00:00,99.14879,134.0467,141.7775,141.2916
2022-10-28 18:00:00,9.837834,18.40672,19.16895,18.91599
2022-10-28 19:00:00,0,0,0,0
2022-10-28 20:00:00,0,0,0,0
2022-10-28 21:00:00,0,0,0,0
2022-10-28 22:00:00,0,0,0,0
2022-10-28 23:00:00,0,0,0,0
2022-10-29 00:00:00,0,0,0,0
2022-10-29 01:00:00,0,0,0,0
2022-10-29 02:00:00,0,0,0,0
2022-10-29 03:00:00,0,0,0,0
2022-10-29 04:00:00,0,0,0,0
2022-10-29 05:00:00,0,0,0,0
2022-10-29 06:00:00,0,0,0,0
2022-10-29 07:00:00,0.139458,0,0,0
2022-10-29 08:00:00,30.35299,42.77894,44.13905,43.63051
2022-10-29 09:00:00,124.0792,188.7034,191.5571,188.8347
2022-10-29 10:00:00,213.6904,321.2162,333.1961,329.5758
2022-10-29 11:00:00,318.9626,483.8751,499.6307,495.6502
2022-10-29 12:00:00,396.0959,593.8721,615.887,614.7651
2022-10-29 13:00:00,419.8659,626.285,652.892,652.1603
2022-10-29 14:00:00,569.3636,864.186,898.8797,892.8752
2022-10-29 15:00:00,371.2821,550.5406,572.6005,571.1912
2022-10-29 16:00:00,219.3952,316.7025,330.635,326.898
2022-10-29 17:00:00,126.3992,162.8302,169.243,167.8515
2022-10-29 18:00:00,5.591482,9.028382,9.259675,9.019425
2022-10-29 19:00:00,0,0,0,0
2022-10-29 20:00:00,0,0,0,0
2022-10-29 21:00:00,0,0,0,0
2022-10-29 22:00:00,0,0,0,0
2022-10-29 23:00:00,0,0,0,0
2022-10-30 00:00:00,0,0,0,0
2022-10-30 01:00:00,0,0,0,0
2022-10-30 02:00:00,0,0,0,0
2022-10-30 03:00:00,0,0,0,0
2022-10-30 04:00:00,0,0,0,0
2022-10-30 05:00:00,0,0,0,0
2022-10-30 06:00:00,0,0,0,0
2022-10-30 07:00:00,0.2865884,0,0,0
2022-10-30 08:00:00,33.48937,50.92132,52.82389,52.65993
2022-10-30 09:00:00,40.45578,65.4928,69.12087,67.47849
2022-10-30 10:00:00,72.62437,131.3147,133.6525,129.9739
2022-10-30 11:00:00,96.2592,160.7817,166.9371,166.6379
2022-10-30 12:00:00,118.6512,193.3828,200.5335,200.5599
2022-10-30 13:00:00,166.2554,258.2989,269.578,269.2859
2022-10-30 14:00:00,105.5559,170.6108,177.7699,178.2507
2022-10-30 15:00:00,109.1369,173.8135,178.6113,176.7551
2022-10-30 16:00:00,63.31379,103.4998,105.4043,103.7983
2022-10-30 17:00:00,25.93418,36.38444,37.16202,36.52422
2022-10-30 18:00:00,4.048894,2.85655,2.87207,2.750572
2022-10-30 19:00:00,0,0,0,0
2022-10-30 20:00:00,0,0,0,0
2022-10-30 21:00:00,0,0,0,0
2022-10-30 22:00:00,0,0,0,0
2022-10-30 23:00:00,0,0,0,0
2022-10-31 00:00:00,0,0,0,0
2022-10-31 01:00:00,0,0,0,0
2022-10-31 02:00:00,0,0,0,0
2022-10-31 03:00:00,0,0,0,0
2022-10-31 04:00:00,0,0,0,0
2022-10-31 05:00:00,0,0,0,0
2022-10-31 06:00:00,0,0,0,0
2022-10-31 07:00:00,1.294032,0,0,0
2022-10-31 08:00:00,35.32206,52.63855,54.19509,53.88642
2022-10-31 09:00:00,86.77434,133.6399,138.1952,137.6548
2022-10-31 10:00:00,118.4476,182.2441,188.4384,191.0523
2022-10-31 11:00:00,78.95558,131.3947,135.1261,135.8104
2022-10-31 12:00:00,36.52635,61.74211,63.12824,62.08171
2022-10-31 13:00:00,44.86221,76.04037,78.24419,77.37952
2022-10-31 14:00:00,44.69715,75.42625,77.94931,77.28046
2022-10-31 15:00:00,145.2822,221.5489,228.6074,227.0366
2022-10-31 16:00:00,178.6385,254.9147,261.5269,257.1922
2022-10-31 17:00:00,95.83897,116.2951,121.6809,120.7057
2022-10-31 18:00:00,5.22225,5.684328,5.716345,5.427175
2022-10-31 19:00:00,0,0,0,0
2022-10-31 20:00:00,0,0,0,0
2022-10-31 21:00:00,0,0,0,0
2022-10-31 22:00:00,0,0,0,0
2022-10-31 23:00:00,0,0,0,0
